Date,Close
1970-01-02,100.0
1970-01-05,100.49462267147598
1970-01-06,99.80645128475723
1970-01-07,99.6021475843204
1970-01-08,99.65591430664062
1970-01-09,99.35484035040743
1970-01-12,98.6021472561744
1970-01-13,98.83870770854335
1970-01-14,98.5483887375042
1970-01-15,98.58064548943632
1970-01-16,97.76343889133905
1970-01-19,96.3978511030956
1970-01-20,96.59139981833837
1970-01-21,96.72042682606687
1970-01-22,96.81720528551327
1970-01-23,96.0967771468624
1970-01-26,94.80644964402721
1970-01-27,94.21505671675487
1970-01-28,93.3225816295993
1970-01-29,92.13978757140457
1970-01-30,91.41935122910367
1970-02-02,92.20430107526882
1970-02-03,93.30107165921119
1970-02-04,92.7311804986769
1970-02-05,92.36559303857948
1970-02-06,92.82795895812332
1970-02-09,93.55914208196825
1970-02-10,92.58064352056032
1970-02-11,93.48387359290994
1970-02-12,93.25806812573505
1970-02-13,93.05376442529823
1970-02-16,92.97849593623992
1970-02-17,92.8709706952495
1970-02-18,94.0215080015121
1970-02-19,94.36559369487148
1970-02-20,94.65591266591062
1970-02-24,94.61290092878444
1970-02-25,96.0752671764743
1970-02-26,95.59139949019237
1970-02-27,96.23655913978494
1970-03-02,96.46236460695985
1970-03-03,97.0215089859501
1970-03-04,96.81720528551327
1970-03-05,96.7741935483871
1970-03-06,96.1720456359207
1970-03-09,95.1720453077747
1970-03-10,95.43010752688173
1970-03-11,95.36559402301748
1970-03-12,94.97849659253193
1970-03-13,94.4731189358619
1970-03-16,93.45161684097782
1970-03-17,93.86021603820144
1970-03-18,94.12903324250253
1970-03-19,93.999998031124
1970-03-20,93.61290060063844
1970-03-23,93.53763211158014
1970-03-24,94.60215414724043
1970-03-25,96.52687811082409
1970-03-26,96.68817007413475
1970-03-30,96.3763411327075
1970-03-31,96.3763411327075
1970-04-01,96.8494620374454
1970-04-02,96.5483880812122
1970-04-03,96.11827891360048
1970-04-06,95.44086251207577
1970-04-07,95.18279208931871
1970-04-08,95.15053533738659
1970-04-09,95.19354707451278
1970-04-10,94.88171813308551
1970-04-13,94.23655848349294
1970-04-14,93.43010687058971
1970-04-15,93.25806812573505
1970-04-16,92.34408306819137
1970-04-17,92.11827760101646
1970-04-20,92.29032454952117
1970-04-21,91.80644865958921
1970-04-22,90.61289961620044
1970-04-23,89.29032356508316
1970-04-24,88.99999639039399
1970-04-27,87.59139686502436
1970-04-28,86.31182434738324
1970-04-29,87.96773931031586
1970-04-30,87.65591036888861
1970-05-01,87.56989509828628
1970-05-04,85.34408897481939
1970-05-05,84.51612739152806
1970-05-06,85.45161421580981
1970-05-07,85.83871164629537
1970-05-08,85.41935746387769
1970-05-11,84.51612739152806
1970-05-12,83.70967577862484
1970-05-13,82.29032126806115
1970-05-14,81.11828219506049
1970-05-15,82.68817368374076
1970-05-18,82.752687187605
1970-05-19,81.13978396179856
1970-05-20,79.0537598312542
1970-05-21,77.59140178721438
1970-05-22,77.68817204301075
1970-05-25,75.53763440860214
1970-05-26,74.50537732852402
1970-05-27,78.24730821835098
1970-05-28,80.2258071079049
1970-05-29,82.31183123844926
1970-06-01,83.69892079343077
1970-06-02,83.69892079343077
1970-06-03,84.4301039172757
1970-06-04,83.18279635521674
1970-06-05,81.9032238375756
1970-06-08,82.03225904895413
1970-06-09,81.98924731182797
1970-06-10,81.16129393218667
1970-06-11,80.0537601594002
1970-06-12,79.44085726173975
1970-06-15,80.19355035597279
1970-06-16,81.88172207083754
1970-06-17,81.72043010752688
1970-06-18,82.2688195013231
1970-06-19,82.84946564705142
1970-06-22,82.40860149424563
1970-06-23,80.38709907121556
1970-06-24,79.53763572118615
1970-06-25,79.59139423985636
1970-06-26,79.000001312584
1970-06-29,78.3763434297295
1970-06-30,78.19354969968077
1970-07-01,78.43011015204972
1970-07-02,78.40860018166163
1970-07-06,77.18279438634073
1970-07-07,76.59140145906838
1970-07-08,78.49462365591397
1970-07-09,79.63440597698252
1970-07-10,80.0537601594002
1970-07-13,80.16129360404067
1970-07-14,80.02150340746807
1970-07-15,80.8924767278856
1970-07-16,82.08601756762432
1970-07-17,83.53763703377017
1970-07-20,83.6451622747606
1970-07-21,82.77419715799311
1970-07-22,82.82795567666331
1970-07-23,83.87096774193549
1970-07-24,83.67741902669272
1970-07-27,83.49462529664399
1970-07-28,83.62365230437247
1970-07-29,83.91397947906167
1970-07-30,83.94623623099379
1970-07-31,83.9247344642557
1970-08-03,82.81720069146925
1970-08-04,83.00000262516801
1970-08-05,82.98924763997397
1970-08-06,82.88172239898354
1970-08-07,83.09677288096438
1970-08-10,81.93548058950772
1970-08-11,81.5268813922841
1970-08-12,81.09677222467238
1970-08-13,80.38709907121556
1970-08-14,80.83871000556535
1970-08-17,81.000001968876
1970-08-18,81.93548058950772
1970-08-19,82.752687187605
1970-08-20,83.69892079343077
1970-08-21,85.20429877824681
1970-08-24,87.08601920835434
1970-08-25,87.2258094049269
1970-08-26,87.32257966072329
1970-08-27,87.18279766780074
1970-08-28,88.02150603263608
1970-08-31,87.65591036888861
1970-09-01,87.04300747122817
1970-09-02,87.0537624564222
1970-09-03,88.26881326654906
1970-09-04,89.06451809790826
1970-09-08,89.29032356508316
1970-09-09,89.02150636078208
1970-09-10,88.494626937374
1970-09-11,88.73117918609292
1970-09-14,88.24731149981099
1970-09-15,87.48387162403394
1970-09-16,87.9462375435778
1970-09-17,88.48387195217994
1970-09-18,88.83871263073337
1970-09-21,88.07527275495632
1970-09-22,88.02150603263608
1970-09-23,88.07527275495632
1970-09-24,87.80645555065524
1970-09-25,89.06451809790826
1970-09-28,90.22581038936492
1970-09-29,90.17204366704469
1970-09-30,90.6451645717826
1970-10-01,90.66666633852066
1970-10-02,91.5698964108703
